Scene No,Query,Image Index,Object Present,Confidence
47333462,floor,84,yes,0.7335197329521179
47333462,floor,85,yes,0.6302934885025024
47333462,painting,16,no,0.666480541229248
47333462,painting,22,no,0.577800989151001
47333462,painting,23,yes,0.6570597290992737
47333462,painting,25,yes,0.5265268087387085
47333462,painting,29,no,0.6573010683059692
47333462,painting,41,no,0.7835034728050232
47333462,painting,45,yes,0.9172638058662415
47333462,painting,46,yes,0.875961184501648
47333462,painting,57,yes,0.9987383484840393
47333462,painting,61,no,0.7581527233123779
47333462,painting,67,no,0.727559506893158
47333462,painting,77,yes,0.5956498980522156
47333462,painting,78,no,0.8127464652061462
47333462,painting,81,yes,0.7397159337997437
47333462,painting,84,yes,0.5486853122711182
47333462,sofa,2,no,0.9589554667472839
47333462,sofa,11,no,0.8301544189453125
47333462,sofa,14,no,0.8601778149604797
47333462,sofa,15,no,0.6625667810440063
47333462,sofa,16,yes,0.6590692400932312
47333462,sofa,21,no,0.7994579076766968
47333462,sofa,23,yes,0.9757983088493347
47333462,sofa,25,yes,0.9912638664245605
47333462,sofa,27,yes,0.8506592512130737
47333462,sofa,28,yes,0.736666738986969
47333462,sofa,31,yes,0.9094476699829102
47333462,sofa,39,yes,0.7939362525939941
47333462,sofa,42,no,0.6018705368041992
47333462,sofa,44,no,0.621877908706665
47333462,sofa,55,no,0.9183656573295593
47333462,sofa,63,no,0.7080075144767761
47333462,sofa,65,no,0.8685994744300842
47333462,sofa,71,no,0.900753378868103
47333462,sofa,81,no,0.6267024278640747
47333462,table,12,no,0.8976647257804871
47333462,table,13,no,0.894818902015686
47333462,table,16,no,0.7226303219795227
47333462,table,21,no,0.8555521965026855
47333462,table,22,no,0.8176113367080688
47333462,table,23,no,0.7975413799285889
47333462,table,28,no,0.6880438923835754
47333462,table,34,no,0.8293226957321167
47333462,table,36,no,0.8759990334510803
47333462,table,39,no,0.8221492767333984
47333462,table,47,no,0.8533326983451843
47333462,table,49,yes,0.9886577725410461
47333462,table,53,yes,0.9730567932128906
47333462,table,57,no,0.7744114995002747
47333462,table,77,yes,0.6098172068595886
47333462,table,82,no,0.9118608236312866
47333462,wall,2,no,0.9596498012542725
47333462,wall,4,no,0.960013210773468
47333462,wall,5,no,0.9593096971511841
47333462,wall,23,no,0.8522294759750366
47333462,wall,25,no,0.777806282043457
47333462,wall,28,no,0.5026607513427734
47333462,wall,31,yes,0.8594657182693481
47333462,wall,38,yes,0.77150559425354
47333462,wall,42,yes,0.6112018823623657
47333462,wall,49,no,0.707373857498169
47333462,wall,52,yes,0.6344228386878967
47333462,wall,60,yes,0.8976764678955078
47333462,wall,66,yes,0.9765005111694336
47333462,wall,75,yes,0.7679454684257507
47333462,wall,78,no,0.5742356181144714
47333462,window,0,no,0.9561163187026978
47333462,window,1,no,0.9564065933227539
47333462,window,4,no,0.9565449953079224
47333462,window,5,no,0.9565009474754333
47333462,window,13,no,0.9069308638572693
47333462,window,24,no,0.9043057560920715
47333462,window,25,no,0.8966149091720581
47333462,window,27,no,0.9454423189163208
47333462,window,37,yes,0.9999713897705078
47333462,window,42,no,0.8667062520980835
47333462,window,46,yes,0.9978188276290894
47333462,window,53,no,0.9090661406517029
47333462,window,61,no,0.8666495680809021
47333462,window,63,no,0.9369625449180603
47333462,window,66,no,0.9030587077140808
47333462,window,69,no,0.8678116798400879
47333462,window,81,no,0.912726104259491
47333462,window,84,no,0.9405893087387085
47333473,ball,0,no,0.9581354260444641
47333473,ball,5,no,0.9595051407814026
47333473,ball,25,no,0.8550060391426086
47333473,ball,27,no,0.8028584718704224
47333473,ball,28,no,0.710909366607666
47333473,ball,34,no,0.9351173639297485
47333473,ball,35,no,0.944864809513092
47333473,ball,36,no,0.9242404699325562
47333473,ball,41,yes,0.7977854013442993
47333473,ball,45,no,0.9533564448356628
47333473,ball,49,no,0.709469199180603
47333473,ball,55,no,0.9535143375396729
47333473,ball,60,no,0.8618016242980957
47333473,ball,61,no,0.7879467010498047
47333473,ball,68,no,0.956698477268219
47333473,door,9,no,0.7248591184616089
47333473,door,15,no,0.9337164759635925
47333473,door,20,no,0.8666097521781921
47333473,door,24,no,0.9010640382766724
47333473,door,25,no,0.9067671298980713
47333473,door,31,no,0.6699381470680237
47333473,door,33,yes,0.7938860654830933
47333473,door,34,yes,0.6755289435386658
47333473,door,35,yes,0.5137605667114258
47333473,door,46,no,0.7418569922447205
47333473,door,51,no,0.9469882845878601
47333473,door,59,no,0.9201065897941589
47333473,door,69,yes,0.9999774694442749
47333473,floor,3,yes,0.9962223768234253
47333473,floor,6,yes,0.9965730905532837
47333473,floor,19,yes,0.884350061416626
47333473,floor,25,no,0.9081925749778748
47333473,floor,26,no,0.9026390910148621
47333473,floor,30,yes,0.9732142090797424
47333473,floor,32,no,0.7215576767921448
47333473,floor,35,no,0.9242016673088074
47333473,floor,41,yes,0.999894380569458
47333473,floor,45,no,0.925556480884552
47333473,floor,48,no,0.7388430237770081
47333473,floor,53,no,0.8288388252258301
47333473,floor,58,no,0.9656879901885986
47333473,floor,59,no,0.8173832297325134
47333473,floor,69,no,0.9265195727348328
47333473,floor,75,yes,0.9917690753936768
47333473,floor,77,yes,0.9018032550811768
47333473,painting,0,yes,0.6105327606201172
47333473,painting,7,no,0.5753247141838074
47333473,painting,16,no,0.9210245609283447
47333473,painting,23,yes,0.8963161706924438
47333473,painting,26,yes,0.9999496936798096
47333473,painting,38,no,0.7670963406562805
47333473,painting,41,yes,0.5331287384033203
47333473,painting,56,no,0.7055609226226807
47333473,painting,65,no,0.6852504014968872
47333473,painting,68,yes,0.9701102375984192
47333473,painting,77,no,0.7351745963096619
47333473,sofa,12,no,0.9541701674461365
47333473,sofa,24,no,0.9615442156791687
47333473,sofa,26,no,0.9625812768936157
47333473,sofa,27,no,0.9348480105400085
47333473,sofa,32,yes,0.7009724378585815
47333473,sofa,34,no,0.9586358070373535
47333473,sofa,35,no,0.9597787261009216
47333473,sofa,43,no,0.9257962107658386
47333473,sofa,46,no,0.9542616605758667
47333473,sofa,51,no,0.8553124070167542
47333473,sofa,55,no,0.956516444683075
47333473,sofa,56,no,0.955373227596283
47333473,sofa,60,no,0.8321733474731445
47333473,sofa,62,no,0.8081628680229187
47333473,sofa,68,no,0.9474952816963196
47333473,sofa,70,no,0.9463458061218262
47333473,sofa,73,no,0.9168465733528137
47333473,sofa,74,no,0.9580219388008118
47333473,sofa,75,no,0.9610419869422913
47333473,table,0,no,0.9446314573287964
47333473,table,1,no,0.9187430143356323
47333473,table,13,no,0.8639165163040161
47333473,table,15,no,0.6538562774658203
47333473,table,19,yes,0.963409960269928
47333473,table,23,no,0.8338873982429504
47333473,table,28,no,0.5768621563911438
47333473,table,41,no,0.603962242603302
47333473,table,48,yes,0.6012950539588928
47333473,table,49,no,0.7350993156433105
47333473,table,50,no,0.6134520173072815
47333473,table,52,no,0.5631968975067139
47333473,table,54,no,0.8706859350204468
47333473,table,59,yes,0.9996261596679688
47333473,table,63,yes,0.9310274720191956
47333473,table,64,no,0.8822364807128906
47333473,table,68,no,0.9048817753791809
47333473,table,69,no,0.9355043768882751
47333473,table,71,yes,0.7982614040374756
47333473,table,74,yes,0.5978030562400818
47333473,wall,3,no,0.9714090824127197
47333473,wall,6,no,0.973706066608429
47333473,wall,13,yes,0.9718828797340393
47333473,wall,21,yes,0.9824594259262085
47333473,wall,33,yes,0.9337723255157471
47333473,wall,36,yes,0.866260826587677
47333473,wall,38,no,0.5991617441177368
47333473,wall,39,yes,0.6162566542625427
47333473,wall,40,yes,0.8007844090461731
47333473,wall,43,yes,0.6651444435119629
47333473,wall,48,no,0.579688549041748
47333473,wall,52,yes,0.5182223916053772
47333473,wall,55,yes,0.8668901920318604
47333473,wall,57,yes,0.8847075700759888
47333473,wall,59,no,0.926141083240509
47333473,wall,60,no,0.8776853084564209
47333473,wall,72,yes,0.6147098541259766
47333473,wall,74,yes,0.9769989848136902
47333473,window,2,no,0.9781348705291748
47333473,window,5,no,0.978139340877533
47333473,window,15,no,0.9521368145942688
47333473,window,22,no,0.8812565803527832
47333473,window,25,no,0.8800808787345886
47333473,window,30,no,0.9380044937133789
47333473,window,39,no,0.9235721230506897
47333473,window,45,yes,0.9905288815498352
47333473,window,54,yes,0.966540515422821
47333473,window,57,yes,0.5049682855606079
47333473,window,63,no,0.9420972466468811
47333473,window,65,no,0.8560295701026917
